QUERY,LABEL
What is the correlation between age and the onset of arthritis?,CORRELATION
How do environmental factors like pollution impact asthma?,CORRELATION
What is the correlation between nutrition and the development of diabetes?,CORRELATION
How is the amount of sleep a person gets related to their mental health?,CORRELATION
What's the relationship between physical activity and the risk of stroke?,CORRELATION
How does medication adherence affect the management of chronic conditions?,CORRELATION
What is the correlation between vitamin D levels and bone health?,CORRELATION
How are socioeconomic factors related to access to healthcare?,CORRELATION
How does air quality relate to respiratory illnesses like bronchitis?,CORRELATION
What is the correlation between sun exposure and skin cancer?,CORRELATION
How does lack of exercise correlate with obesity?,CORRELATION
What is the relationship between dental hygiene and heart disease?,CORRELATION
How is stress related to irritable bowel syndrome?,CORRELATION
What's the correlation between vaccination rates and the prevalence of infectious diseases?,CORRELATION
How does the use of electronic devices impact sleep quality?,CORRELATION
What is the relationship between alcohol consumption and liver disease?,CORRELATION
How is air pollution related to asthma attacks?,CORRELATION
What's the correlation between obesity and infertility?,CORRELATION
How do certain medications impact mental health?,CORRELATION
What is the correlation between age and the likelihood of developing Alzheimer's disease?,CORRELATION
How does the quality of diet affect overall health?,CORRELATION
What's the relationship between poor dental hygiene and respiratory infections?,CORRELATION
How is lack of physical activity related to osteoporosis?,CORRELATION
What is the correlation between sugar intake and the risk of heart disease?,CORRELATION
How does air pollution correlate with the development of lung cancer?,CORRELATION
How are socioeconomic factors related to mental health outcomes?,CORRELATION
What's the correlation between vaccination rates and the incidence of infectious diseases?,CORRELATION
How does the use of antibiotics impact gut health?,CORRELATION
What is the relationship between air pollution and heart disease?,CORRELATION
How are genetics and lifestyle factors related to the development of obesity?,CORRELATION
What is the correlation between sleep apnea and heart disease?,CORRELATION
How does poor diet relate to the development of type 2 diabetes?,CORRELATION
What's the relationship between lack of physical activity and the risk of heart attack?,CORRELATION
How is the amount of screen time related to the development of myopia?,CORRELATION
What is the correlation between hypertension and kidney disease?,CORRELATION
How does smoking correlate with periodontal disease?,CORRELATION
How are environmental factors related to the development of skin cancer?,CORRELATION
What's the correlation between alcohol consumption and breast cancer?,CORRELATION
How is the use of certain medications related to the development of gastrointestinal issues?,CORRELATION
What is the relationship between exposure to pesticides and the risk of cancer?,CORRELATION
How does lack of physical activity relate to the development of osteoarthritis?,CORRELATION
What's the correlation between socioeconomic status and the prevalence of chronic conditions?,CORRELATION
How is stress related to the development of autoimmune diseases?,CORRELATION
How many people have had a stroke or hypertension at some point in their life?,COUNT
Give the number of patients with high blood pressure or diabetes who have visited the clinic in the last month.,COUNT
What is the count of individuals who were diagnosed with both diabetes and hypertension within a year?,COUNT
How many patients have been prescribed medication for depression and anxiety?,COUNT
Give the number of people who have been diagnosed with cancer and received chemotherapy in the past year.,COUNT
What is the total number of patients who have undergone surgery for both knee and hip replacement?,COUNT
How many individuals have been treated for both a heart attack and a stroke in the last six months?,COUNT
Give the count of patients who have been prescribed antibiotics for respiratory infections in the last year.,COUNT
What is the number of patients with a history of asthma or allergies who have been hospitalized in the past year?,COUNT
How many patients have undergone both an MRI and CT scan within the last month?,COUNT
How many patients are not suffering from any disease?,COUNT
How many doctors treated the patient?,COUNT
How many appointments did the patient miss last year?,COUNT
How many surgeries were successful?,COUNT
How many patients were admitted to the hospital on a weekend?,COUNT
How many medications were prescribed to the patient by the doctor?,COUNT
How many times did the patient visit the hospital for the same issue?,COUNT
How many patients received alternative treatments?,COUNT
How many patients underwent major surgeries?,COUNT
How many patients were diagnosed with multiple diseases?,COUNT
How many healthcare providers attended the patient?,COUNT
How many patients were referred to a specialist?,COUNT
How many patients have a family history of the disease?,COUNT
How many patients were discharged against medical advice?,COUNT
How many patients showed improvement in their condition after the treatment?,COUNT
How many patients had adverse reactions to their medications?,COUNT
How many patients received palliative care?,COUNT
How many patients experienced a relapse after treatment?,COUNT
How many patients received follow-up care after their hospital discharge?,COUNT
How many patients had abnormal laboratory test results?,COUNT
What is the likelihood of developing diabetes after a heart attack?,PROBABILITY
Give the percentage of patients who experience a recurrence of cancer after completing treatment.,PROBABILITY
What percentage of people with hypertension have a family history of heart disease?,PROBABILITY
How many individuals with asthma develop chronic obstructive pulmonary disease (COPD) over time?,PROBABILITY
Give the probability of developing depression after experiencing a traumatic event.,PROBABILITY
What is the likelihood of a person with a genetic predisposition to Alzheimer's disease developing the condition?,PROBABILITY
Give the percentage of patients with HIV who develop AIDS within five years of diagnosis.,PROBABILITY
What percentage of women with breast cancer carry the BRCA1 gene mutation?,PROBABILITY
How many individuals with a history of substance abuse develop liver disease over time?,PROBABILITY
Give the probability of developing complications after undergoing surgery for obesity.,PROBABILITY
What percentage of patients with a traumatic brain injury develop epilepsy later in life?,PROBABILITY
How many people with chronic pain experience depression as a comorbidity?,PROBABILITY
Give the likelihood of developing a urinary tract infection (UTI) after undergoing catheterization.,PROBABILITY
What percentage of patients with psoriasis develop psoriatic arthritis?,PROBABILITY
How many individuals with a family history of colorectal cancer develop the disease themselves?,PROBABILITY
Give the probability of developing heart disease after experiencing a severe case of the flu.,PROBABILITY
What is the likelihood of a person with a history of smoking developing lung cancer?,PROBABILITY
Give the percentage of individuals with a vitamin D deficiency who develop osteoporosis.,PROBABILITY
How many patients with a history of strokes develop cognitive impairment over time?,PROBABILITY
Give the probability of developing post-traumatic stress disorder (PTSD) after surviving a natural disaster.,PROBABILITY
How many people are likely to develop hypertension in the next year?,PROBABILITY
What is the possibility of a patient having both diabetes and heart disease?,PROBABILITY
Give the likelihood of a female patient having a stroke in the next five years.,PROBABILITY
What is the chance of developing thyroid problems due to obesity?,PROBABILITY
What percentage of patients with asthma also have allergies?,PROBABILITY
How common is it for patients with chronic pain to develop depression?,PROBABILITY
Give the probability of a patient recovering from a severe infection with proper treatment.,PROBABILITY
What is the likelihood of a patient with a family history of cancer developing the disease themselves?,PROBABILITY
How often do patients with high cholesterol develop heart disease?,PROBABILITY
What is the probability of developing complications from a surgical procedure?,PROBABILITY
How many patients are expected to develop Alzheimer's disease in the next decade?,PROBABILITY
What is the chance of a patient developing complications from a medication?,PROBABILITY
Give the percentage of patients with a history of smoking who develop lung cancer.,PROBABILITY
How likely is it for a patient with a concussion to develop long-term neurological issues?,PROBABILITY
What is the likelihood of a patient with rheumatoid arthritis developing heart disease?,PROBABILITY
How common is it for patients with irritable bowel syndrome to also have anxiety?,PROBABILITY
Give the probability of a patient experiencing a relapse of their condition.,PROBABILITY
What percentage of patients with type 2 diabetes also have high blood pressure?,PROBABILITY
How likely is it for a patient with a history of alcohol abuse to develop liver disease?,PROBABILITY
What is the chance of a patient developing an allergic reaction to a medication?,PROBABILITY
Is there a correlation between the amount of exercise a person gets and their likelihood of developing heart disease?,CORRELATION
What is the correlation between smoking and the development of lung cancer in women?,CORRELATION
How does a person's body mass index (BMI) correlate with their risk of developing type 2 diabetes?,CORRELATION
Is there a correlation between the level of air pollution in a city and the prevalence of respiratory illnesses among its residents?,CORRELATION
What is the correlation between a person's sleep habits and their risk of developing depression?,CORRELATION
How does the level of stress a person experiences correlate with their likelihood of developing heart disease?,CORRELATION
Is there a correlation between a person's level of education and their likelihood of developing dementia?,CORRELATION
What is the correlation between a person's diet and their risk of developing colon cancer?,CORRELATION
How does a person's alcohol consumption correlate with their likelihood of developing liver disease?,CORRELATION
Is there a correlation between a person's socioeconomic status and their risk of developing cardiovascular disease?,CORRELATION
