QUERY,LABEL
Can we predict if a patient is at risk of developing hearing loss based on their current job and lifestyle factors?,PREDICTION
"Using machine learning algorithms, can we predict if a patient is likely to develop hypertension in the future?",PREDICTION
Can we predict if a patient is at risk of developing asthma based on their current allergies and lifestyle factors?,PREDICTION
"Based on a patient's genetics and family history, can we predict if they are at risk of developing certain types of cancer?",PREDICTION
"Using predictive analytics, can we determine if a patient is at risk of developing blood clots?",PREDICTION
Can we predict if a patient is likely to experience a flare-up of their autoimmune disease?,PREDICTION
"Based on a patient's medical history, can we predict if they are at risk of developing osteoporosis?",PREDICTION
"Using predictive algorithms, can we determine if a patient is at risk of developing complications from a traumatic injury?",PREDICTION
Can we predict if a patient is at risk of developing allergies based on their family history and exposure to allergens?,PREDICTION
"Based on a patient's lifestyle factors and medical history, can we predict if they are at risk of developing liver disease?",PREDICTION
"Using predictive modeling, can we determine if a patient is at risk of developing complications from diabetes?",PREDICTION
Can we predict if a patient is likely to develop chronic pain based on their medical history and lifestyle factors?,PREDICTION
"Based on a patient's symptoms and medical history, can we predict if they have a mental health condition?",PREDICTION
"Using predictive analytics, can we determine if a patient is at risk of developing pneumonia?",PREDICTION
Can we predict if a patient is at risk of developing sepsis based on their medical history and current health status?,PREDICTION
"Based on a patient's medical history and lifestyle factors, can we predict if they are at risk of developing a sleep disorder?",PREDICTION
"Using machine learning algorithms, can we predict if a patient is likely to experience complications from a heart condition",PREDICTION
Will the patient's blood pressure exceed 140/90 in the next week?,PREDICTION
Is the patient likely to develop diabetes within the next year?,PREDICTION
Will the patient experience a heart attack within the next 6 months?,PREDICTION
Is the patient at risk of developing a lung infection within the next month?,PREDICTION
Will the patient's cancer go into remission within the next 3 months?,PREDICTION
Is the patient likely to develop a complication from their surgery in the next week?,PREDICTION
Will the patient's mental health condition improve in the next month?,PREDICTION
Is the patient at risk of experiencing a fall in the next 3 months?,PREDICTION
Will the patient's wound heal within the next 2 weeks?,PREDICTION
Is the patient likely to experience a stroke within the next year?,PREDICTION
Will the patient's kidney function decline in the next month?,PREDICTION
Is the patient at risk of developing an allergic reaction to their medication in the next week?,PREDICTION
Will the patient's vision improve after their upcoming surgery?,PREDICTION
Is the patient likely to develop a urinary tract infection within the next month?,PREDICTION
Will the patient's breathing improve after receiving a particular treatment?,PREDICTION
Is the patient at risk of developing sepsis within the next week?,PREDICTION
Will the patient's arthritis symptoms improve within the next 3 months?,PREDICTION
Is the patient likely to experience a relapse of their mental health condition in the next year?,PREDICTION
Will the patient's digestive issues improve with dietary changes?,PREDICTION
Is the patient at risk of developing a blood clot in the next month?,PREDICTION
Will the patient's physical therapy help them regain mobility?,PREDICTION
Is the patient likely to develop a complication from their chemotherapy treatment in the next month?,PREDICTION
Will the patient's chronic pain improve with a new medication?,PREDICTION
Is the patient at risk of experiencing a heart arrhythmia in the next week?,PREDICTION
Will the patient's skin condition improve with a new topical treatment?,PREDICTION
Is the patient likely to experience a relapse of their addiction in the next year?,PREDICTION
Will the patient's muscle strength improve with regular exercise?,PREDICTION
Is the patient at risk of developing an infection at their surgical incision site in the next week?,PREDICTION
Will the patient's cognitive function decline in the next month?,PREDICTION
Is the patient likely to develop a pressure ulcer within the next 2 weeks?,PREDICTION
Will the patient's depression symptoms improve with a new therapy approach?,PREDICTION
Is the patient at risk of experiencing a seizure in the next week?,PREDICTION
Will the patient's chronic cough improve with a new medication?,PREDICTION
Is the patient likely to develop a blood clot in their leg within the next month?,PREDICTION
Will the patient's balance improve with physical therapy?,PREDICTION
Is the patient at risk of developing pneumonia in the next week?,PREDICTION
Will the patient's wound infection clear up with antibiotic treatment?,PREDICTION
Is the patient likely to experience a relapse of their substance use disorder in the next year?,PREDICTION
Will the patient's joint pain improve with a new treatment approach?,PREDICTION
Is the patient at risk of experiencing a fall-related injury in the next month?,PREDICTION
Will the patient's skin cancer be successfully treated with radiation therapy?,PREDICTION
Is the patient likely to develop a complication from their immunosuppressive medication in the next week?,PREDICTION
Will the patient's sleep apnea symptoms improve with a new device?,PREDICTION
Is the patient at risk of developing a respiratory infection in the next month?,PREDICTION
Will the patient's osteoporosis improve with a new medication?,PREDICTION
Is the patient likely to experience a flare-up of their autoimmune disease in the next year?,PREDICTION
Will the patient with ID 456 require hospitalization in the next month?,PREDICTION
What is the likelihood of a patient with hypertension developing heart disease within the next year?,PREDICTION
Can we predict if a patient with diabetes will experience complications in the next 6 months?,PREDICTION
Is there a chance that the patient with ID 789 will develop cancer in the next 5 years?,PREDICTION
Will the patient with ID 246 have a heart attack within the next 6 months?,PREDICTION
Can we predict if the patient with ID 123 will experience a relapse of their condition in the next year?,PREDICTION
What is the probability of a patient with a family history of Alzheimer's disease developing the condition in the next 10 years?,PREDICTION
Will the patient with ID 345 require surgery in the next 3 months?,PREDICTION
Is it likely that the patient with ID 678 will need a blood transfusion in the next week?,PREDICTION
Can we predict if the patient with ID 901 will experience a stroke in the next 6 months?,PREDICTION
Will the patient with ID 234 develop an infection in the next month?,PREDICTION
Is there a chance that the patient with ID 567 will need to be hospitalized due to their condition within the next year?,PREDICTION
What is the probability of a patient with a history of substance abuse experiencing a relapse in the next 6 months?,PREDICTION
Can we predict if the patient with ID 890 will require long-term care in the next year?,PREDICTION
Will the patient with ID 321 experience a seizure in the next month?,PREDICTION
Is it likely that the patient with ID 654 will develop an allergy to a medication they are currently taking?,PREDICTION
Can we predict if the patient with ID 987 will experience a mental health crisis in the next 6 months?,PREDICTION
What is the probability of a patient with a history of heart disease experiencing a cardiac event in the next year?,PREDICTION
Will the patient with ID 432 need to be readmitted to the hospital within the next month?,PREDICTION
Is there a chance that the patient with ID 765 will develop a respiratory illness in the next week?,PREDICTION
Can we predict if the patient with ID 098 will require dialysis in the next 6 months?,PREDICTION
Will the patient with ID 219 experience a fall within the next month?,PREDICTION
What is the likelihood of a patient with a family history of diabetes developing the condition in the next 5 years?,PREDICTION
Can we predict if the patient with ID 543 will need a blood transfusion in the next 24 hours?,PREDICTION
Is patient 3456 currently taking medication for hypertension?,INDIVIDUAL
Does patient 7890 have a history of allergies?,INDIVIDUAL
Has patient 1234 been diagnosed with type 2 diabetes?,INDIVIDUAL
Is patient 4567 currently being treated for depression?,INDIVIDUAL
Does patient 8901 have a history of alcohol abuse?,INDIVIDUAL
Has patient 2345 been diagnosed with asthma?,INDIVIDUAL
Is patient 5678 currently taking medication for high cholesterol?,INDIVIDUAL
Does patient 9012 have a family history of cancer?,INDIVIDUAL
Has patient 3456 been diagnosed with osteoporosis?,INDIVIDUAL
Is patient 7890 currently being treated for anxiety?,INDIVIDUAL
Does patient 1234 have a history of smoking?,INDIVIDUAL
Has patient 4567 been diagnosed with rheumatoid arthritis?,INDIVIDUAL
Is patient 8901 currently taking medication for ADHD?,INDIVIDUAL
Does patient 2345 have a history of heart disease?,INDIVIDUAL
Has patient 5678 been diagnosed with migraines?,INDIVIDUAL
Is patient 9012 currently being treated for sleep apnea?,INDIVIDUAL
Does patient 3456 have a history of kidney disease?,INDIVIDUAL
Has patient 7890 been diagnosed with a thyroid disorder?,INDIVIDUAL
Is patient 1234 currently taking medication for chronic pain?,INDIVIDUAL
Does patient 4567 have a family history of Alzheimer's disease?,INDIVIDUAL
Has patient 8901 been diagnosed with a gastrointestinal disorder?,INDIVIDUAL
Is patient 2345 currently being treated for psoriasis?,INDIVIDUAL
Does patient 5678 have a history of seizures?,INDIVIDUAL
Has patient 9012 been diagnosed with multiple sclerosis?,INDIVIDUAL
Is patient 3456 currently taking medication for a blood clotting disorder?,INDIVIDUAL
Does patient 7890 have a family history of stroke?,INDIVIDUAL
Has patient 1234 been diagnosed with a liver disease?,INDIVIDUAL
Is patient 4567 currently being treated for a skin condition?,INDIVIDUAL
Does patient 8901 have a history of drug abuse?,INDIVIDUAL
Has patient 2345 been diagnosed with a lung disease?,INDIVIDUAL
Is patient 5678 currently taking medication for an autoimmune disorder?,INDIVIDUAL
Does patient 9012 have a family history of Parkinson's disease?,INDIVIDUAL
Has patient 3456 been diagnosed with a bladder condition?,INDIVIDUAL
Is patient 7890 currently being treated for a hearing disorder?,INDIVIDUAL
Does patient 1234 have a history of eating disorders?,INDIVIDUAL
Has patient 4567 been diagnosed with a blood disorder?,INDIVIDUAL
Is patient 8901 currently taking medication for a skin infection?,INDIVIDUAL
Does patient 2345 have a family history of multiple sclerosis?,INDIVIDUAL
Has patient 5678 been diagnosed with a neurological disorder?,INDIVIDUAL
Is patient 9012 currently being treated for an eye condition?,INDIVIDUAL
Does patient 3456 have a history of liver disease?,INDIVIDUAL
Has patient 7890 been diagnosed with a respiratory condition?,INDIVIDUAL
Is patient 1234 currently taking medication for a neurological disorder?,INDIVIDUAL
Does patient 4567 have a family history of mental illness?,INDIVIDUAL
Has patient 8901 been diagnosed with a vascular condition?,INDIVIDUAL
Is patient 2345 currently being treated for a chronic infection?,INDIVIDUAL
Does patient 5678 have a history of autoimmune disorders?,INDIVIDUAL
Has patient 9012 been diagnosed with a rare disease?,INDIVIDUAL
Is patient 3456 currently taking medication for a digestive disorder?,INDIVIDUAL
Does patient 7890 have a family history of diabetes?,INDIVIDUAL
What is the most recent diagnosis for patient 7624?,INDIVIDUAL
What medications has patient 9102 been prescribed?,INDIVIDUAL
Has patient 1045 experienced any adverse reactions to their medication?,INDIVIDUAL
What is the current blood pressure of patient 2341?,INDIVIDUAL
What was the result of the most recent blood test for patient 8743?,INDIVIDUAL
How often does patient 6451 report headaches?,INDIVIDUAL
Has patient 7832 ever been diagnosed with diabetes?,INDIVIDUAL
What is the current BMI of patient 3589?,INDIVIDUAL
Does patient 1098 have a history of heart disease?,INDIVIDUAL
How often does patient 1207 experience shortness of breath?,INDIVIDUAL
What was the outcome of the most recent X-ray for patient 5126?,INDIVIDUAL
What is the current hemoglobin level for patient 3674?,INDIVIDUAL
Has patient 6783 ever been treated for cancer?,INDIVIDUAL
Does patient 9846 have any allergies?,INDIVIDUAL
What is the most recent ultrasound result for patient 4265?,INDIVIDUAL
Has patient 7895 ever been diagnosed with an autoimmune disorder?,INDIVIDUAL
What is the current heart rate of patient 6529?,INDIVIDUAL
How often does patient 2347 experience chest pain?,INDIVIDUAL
What is the current white blood cell count for patient 5681?,INDIVIDUAL
Has patient 3456 ever been treated for a mental health condition?,INDIVIDUAL
Does patient 1092 have a history of smoking?,INDIVIDUAL
What is the current liver function test result for patient 7290?,INDIVIDUAL
Has patient 8713 ever had surgery?,INDIVIDUAL
What is the most recent electrocardiogram result for patient 4169?,INDIVIDUAL
Does patient 2354 have any family history of heart disease?,INDIVIDUAL
How often does patient 5498 report dizziness?,INDIVIDUAL
What is the current platelet count for patient 6201?,INDIVIDUAL
Has patient 7186 ever been diagnosed with arthritis?,INDIVIDUAL
Does patient 9357 have a history of asthma?,INDIVIDUAL
What is the most recent CT scan result for patient 8732?,INDIVIDUAL
Hou meny people with hbA1c > 7 haf diabetes?,ANALYTICS
What proprotion of pepole with hypetension hav high cholestrl?,ANALYTICS
How maney patints with cancar have recievd radiaiton therpy?,ANALYTICS
Wat is the avegage LDL cholesrol levle for peaple with heart disese?,ANALYTICS
Haw many indviduals with diabetis have retinapathy?,ANALYTICS
What percetage of patints with pneumonayia have been vaccnated?,ANALYTICS
How many peple with thyorid disfuction are on hormon replacment therpy?,ANALYTICS
What is the averge bloo suger levle of pepole with hyperglicemia?,ANALYTICS
How mani patints with arthrts have had joinit surjery?,ANALYTICS
Hou many people with astma hav allerges?,ANALYTICS
Wat is the percantge of patints with livr disese who hav cirhosis?,ANALYTICS
How many indviduals with hypertenstion hav had a hart attck?,ANALYTICS
What is the avegage HbA1c levle for patints with diabates?,ANALYTICS
How mani patints with cancar have survided mor than 5 yerars?,ANALYTICS
Hou many pepole with rheumatiod arthrites are on immunosupresive therpy?,ANALYTICS
What is the proprotion of pepole with stomic ulcers who smoke?,ANALYTICS
How mani patints with chronik kidnay diseze are on dialisis?,ANALYTICS
Wat is the averge blood perssure levle of pepole with hypertnsion?,ANALYTICS
Hou many indviduals with thyorid disfunctn have an imbalnced TSH levle?,ANALYTICS
What percetage of patints with COPD hav smokd in the past?,ANALYTICS
How mani people with migrane have had a brain scan?,ANALYTICS
Wat is the proprtion of pepole with high triglycride levels who have diabetes?,ANALYTICS
Hou many patints with gastrointstinal disezes have had a colonoscopy?,ANALYTICS
What is the averge BMI of pepole with obesty?,ANALYTICS
How many indviduals with lupus are on immunosuprresive therpy?,ANALYTICS
Hou many pepole with chronik bronchitis have ever smokd?,ANALYTICS
What is the percantge of patints with hepatts C who hav recievd treatment?,ANALYTICS
How many patints with osteoporoosis have had a bone density test?,ANALYTICS
Hou many pepole with psoriasis are on topical corticosteroid therpy?,ANALYTICS
What is the avegage age of patints with prostat cancar?,ANALYTICS
How mani people with deprestion have recievd medicatn?,ANALYTICS
Wat is the proprotion of pepole with iritable bowl syndrom who hav anxity?,ANALYTICS
Hou many patints with kidney failur are on a waitlist for a transplant?,ANALYTICS
How many indviduals with chonic fatigu syndrom have had a sleep study?,ANALYTICS
What is the averge lif expectncy of pepole with cystic fibrosis?,ANALYTICS
Hou many pepole with ADHD are on stimulnt medicatn?,ANALYTICS
What is the percentage of peoples with high blood pressure?,ANALYTICS
Can you tell me how much peoples have diabetes in this dataset?,ANALYTICS
How much patient have taking medication for cholesterol?,ANALYTICS
The number of peoples that smoke in the dataset is what?,ANALYTICS
Tell me the number of peoples who has heart disease?,ANALYTICS
What is the rate of cancer in female patient?,ANALYTICS
How many peoples have had a heart attach in the past?,ANALYTICS
Can you give me information about the patient taking prescription drugs?,ANALYTICS
What is the proportion of peoples who have high blood sugar?,ANALYTICS
How many peoples have asthma in this dataset?,ANALYTICS
How many peoples have allergies?,ANALYTICS
How much patient have high cholesterol?,ANALYTICS
Tell me the ratio of males to female in the dataset?,ANALYTICS
How many patient have been diagnosed with depression?,ANALYTICS
What is the amount of patient with high blood pressure in this dataset?,ANALYTICS
Whts the bmi of ptient wth id 5652?,INDIVIDUAL
Cn you tell me the bmi for ptient 5652?,INDIVIDUAL
What the bmi of the ptient hving id 5652?,INDIVIDUAL
Tell me the bmi of ptnt 5652?,INDIVIDUAL
Pls chck the bmi of patinet with id 5652.,INDIVIDUAL
"What's the bmi of the patint with id 5652, please?",INDIVIDUAL
Wht's the bmi of patien with id 5652?,INDIVIDUAL
What is the bme of ptient 5652?,INDIVIDUAL
Pls give me the bmi for ptient id 5652.,INDIVIDUAL
Wats the heartrate of ptient 7843?,INDIVIDUAL
What is the bloode sugur of the pacient with id 3692?,INDIVIDUAL
Does patinet 4576 have diabetes?,INDIVIDUAL
Hoe many people with colesterol leveles over 200 have had a heart attack?,INDIVIDUAL
Whats the blood preasure of ptient 2398?,INDIVIDUAL
Has patinet 9912 ever had a headeche?,INDIVIDUAL
Wats the temperature of the pacient with id 6721?,INDIVIDUAL
Is patiant 8749 allerjic to penicillin?,INDIVIDUAL
What is the level of protien in the urin of ptient 1227?,INDIVIDUAL
Did patiant 5483 receive a flu shot this year?,INDIVIDUAL
Wht is the bloo suga of patint with ID 2584?,INDIVIDUAL
What the glucose level of patient 1220 is?,INDIVIDUAL
Can tell me the patient 4456 medical history?,INDIVIDUAL
What the cholesterol level for patient with ID 3321?,INDIVIDUAL
Does patient 1234 have any allergies or no?,INDIVIDUAL
Can you give me the name of medications which patient 4445 take?,INDIVIDUAL
How many times the patient with id 2233 visit the doctor?,INDIVIDUAL
What symptoms did the patient 5432 had?,INDIVIDUAL
When the patient 5678 get diagnosized?,INDIVIDUAL
Can you tell me what medication patient 1112 is take?,INDIVIDUAL
How long the patient 3322 stay in the hospital?,INDIVIDUAL
What the height of patient 3344 is?,INDIVIDUAL
Can you check the blood pressure of patient 2234 please?,INDIVIDUAL
What kind of surgeries did the patient 6543 go through?,INDIVIDUAL
When the patient 3345 last visit the doctor?,INDIVIDUAL
Can you tell me if the patient 2234 had any fractures?,INDIVIDUAL
How much the patient 4456 weigh?,INDIVIDUAL
Can you check if patient 3322 has any family history of diseases?,INDIVIDUAL
What are the patient 2344 current symptoms?,INDIVIDUAL
Can you give me a list of patient 2233's allergies?,INDIVIDUAL
How many times the patient 4445 had a surgery?,INDIVIDUAL
Wut is the avrage bloos suggar level of patint 2888?,INDIVIDUAL
Can you tell me the medikal histry of patint 4434?,INDIVIDUAL
What's the averge temprature of patint with id 8762?,INDIVIDUAL
What was the bloood presshur of patint 6783 last week?,INDIVIDUAL
How many docotors hav seen patint 4556?,INDIVIDUAL
Can you give me the reslts of the urin test for patint 9999?,INDIVIDUAL
What was the weigh of patint 3321 at their last apointmnt?,INDIVIDUAL
What is the kreatinin level of patint 7777?,INDIVIDUAL
Has patint 1111 ever been diagnose with hypurthyroidism?,INDIVIDUAL
How many times has patint 2222 had surgry?,INDIVIDUAL
What is the heartrate of patint 9898?,INDIVIDUAL
Can you tell me the allergis of patint 7777?,INDIVIDUAL
What's the oxygen saturation level of patint with id 3333?,INDIVIDUAL
Has patint 1234 ever been diagnosd with diabets?,INDIVIDUAL
How long has patint 5678 been experincing symptoms of cough and cold?,INDIVIDUAL
What is the ldl cholestrol level of patint 9999?,INDIVIDUAL
What are the results of the MRI scan for patint 4444?,INDIVIDUAL
What was the body tempuratur of patint 8888 during their last visit?,INDIVIDUAL
Has patint 5555 ever had a family histoy of heart disease?,INDIVIDUAL
How many appontments has patint 1111 missed?,INDIVIDUAL
Predickt wheter the pashent with diabetus will have a heart attack in the nexst month.,PREDICTION
Will the patien with arithmisia get better with medicin?,PREDICTION
Can you tell if the pacient with lung cancer will surviev?,PREDICTION
Will the patient with hepatytis C require a liver transplant?,PREDICTION
Preddict if the patien with high blood sugar will devolop diabetes.,PREDICTION
Can you forcast if the pacient with depression will recover?,PREDICTION
Will the patient with arthritus have to undergo surgery?,PREDICTION
Preedict whether the patiant with lung fibrosis will get worsse over time.,PREDICTION
Can you tell if the pacient with bipolar disorder will need to switch medications?,PREDICTION
Will the patien with thyroid issues need to have surgery?,PREDICTION
Can you preedict if the pacient with a broken leg will need a cast?,PREDICTION
Will the patien with multiple sclerosis have a relapse soon?,PREDICTION
Can you tell if the pacient with a cold will recover soon?,PREDICTION
Will the patien with bronchitis require hospitalization?,PREDICTION
Preddict whether the patient with a hernia will need surgery.,PREDICTION
Will the pacient with heart murmur require medication?,PREDICTION
Can you tell if the patien with chronic pain will need stronger medication?,PREDICTION
Will the pacient with skin cancer require chemotherapy?,PREDICTION
Preedict whether the patient with high cholesterol will have a heart attack.,PREDICTION
Can you tell if the patien with an ear infection will need antibiotics?,PREDICTION
Will the pacient with psoriasis require phototherapy?,PREDICTION
Predict if the patient with liver cirrhosis will need a liver transplant.,PREDICTION
Can you predict whether the patient with ID 1234 will develop diabetes?,PREDICTION
"What is your prediction for the patient with ID 5678, will they require surgery?",PREDICTION
Do you predict that the patient with ID 9012 will recover from their current condition?,PREDICTION
"Will the patient with ID 3456 experience any adverse reactions to their medication, as per your prediction?",PREDICTION
Can you predict whether the patient with ID 7890 will require hospitalization in the near future?,PREDICTION
"What is your prediction for the patient with ID 2345, will their symptoms improve or worsen?",PREDICTION
Do you predict that the patient with ID 6789 will require any further diagnostic tests?,PREDICTION
"Will the patient with ID 0123 experience any complications during their upcoming surgery, as per your prediction?",PREDICTION
Can you predict whether the patient with ID 4567 will experience any side effects from their new medication?,PREDICTION
"What is your prediction for the patient with ID 8901, will they require a blood transfusion?",PREDICTION
Do you predict that the patient with ID 2345 will have any adverse reactions to their ongoing treatment?,PREDICTION
"Will the patient with ID 6789 experience any improvement in their symptoms, as per your prediction?",PREDICTION
Can you predict whether the patient with ID 0123 will require any further medical intervention?,PREDICTION
"What is your prediction for the patient with ID 4567, will they require surgery in the near future?",PREDICTION
Do you predict that the patient with ID 8901 will experience any complications during their hospital stay?,PREDICTION
"Will the patient with ID 2345 experience any improvement in their condition, as per your prediction?",PREDICTION
Can you predict whether the patient with ID 6789 will require any additional medications?,PREDICTION
"What is your prediction for the patient with ID 0123, will they require a longer hospital stay?",PREDICTION
Do you predict that the patient with ID 4567 will experience any allergic reactions to their medication?,PREDICTION
"Will the patient with ID 8901 experience any improvement in their mobility, as per your prediction?",PREDICTION
